"","id","birth_year","education","marital_status","income","kids_in_home","teens_in_home","cust_enrollment_date","days_since_last_purchase","fruit_purchases","meat_purchases","fish_purchases","candy_purchases","sale_purchases","web_purchases","catalog_purchases","in_store_purchases","web_visits_monthly","complaint","marketing_cost_z_score","revenue_z_score"
"511",4943,1953,"Graduation","Married",70503,0,0,"30-09-2012",73,33,216,0,33,1,2,4,9,6,0,3,11
"512",35,1987,"Graduation","Married",25545,1,0,"08-09-2012",35,1,64,16,12,3,2,2,3,6,0,3,11
"513",2258,1986,"Graduation","Married",32880,1,0,"04-12-2012",76,4,15,7,6,1,1,0,3,8,0,3,11
"514",4322,1958,"PhD","Together",77863,0,0,"27-11-2013",20,38,319,16,25,1,4,5,10,2,0,3,11
"515",713,1977,"Master","Married",50353,0,0,"08-06-2014",72,15,153,67,31,1,4,4,6,3,0,3,11
"516",4702,1964,"Graduation","Single",61839,0,0,"12-08-2012",20,155,379,224,17,1,4,8,4,8,0,3,11
"517",3281,1960,"PhD","Married",49154,1,1,"03-11-2013",69,10,67,30,27,6,4,1,8,6,0,3,11
"518",702,1975,"2n Cycle","Widow",47682,0,1,"15-02-2013",80,61,83,97,57,4,4,3,8,5,0,3,11
"519",2004,1969,"Graduation","Single",72679,0,1,"18-09-2013",65,54,260,127,54,1,4,7,5,1,0,3,11
"520",4769,1977,"Master","Together",57954,1,1,"18-06-2014",52,4,24,0,0,7,8,2,6,7,0,3,11
"521",4437,1962,"Graduation","Married",65316,1,1,"24-04-2013",65,6,92,3,9,2,3,2,5,4,0,3,11
"522",8724,1982,"Graduation","Single",28567,1,0,"17-06-2013",57,3,22,2,2,2,2,0,3,6,0,3,11
"523",10741,1951,"Master","Together",47352,0,1,"11-04-2013",70,12,112,8,0,4,6,1,5,7,0,3,11
"524",1991,1967,"Graduation","Together",44931,0,1,"18-01-2014",0,0,11,0,0,1,2,1,3,5,0,3,11
"525",6931,1967,"Graduation","Divorced",76982,0,0,"15-02-2014",19,151,292,65,60,1,8,3,4,4,0,3,11
"526",11096,1952,"2n Cycle","Together",57247,0,1,"08-08-2013",50,4,32,37,54,2,2,1,7,2,0,3,11
"527",304,1981,"Master","Single",22944,1,0,"23-12-2013",67,3,19,4,5,3,3,0,3,7,0,3,11
"528",3665,1977,"2n Cycle","Together",25315,1,0,"07-11-2013",46,9,8,11,3,3,3,0,3,8,0,3,11
"529",10591,1969,"Graduation","Widow",43638,0,1,"06-08-2012",37,10,83,7,19,2,4,1,4,7,0,3,11
"530",5036,1984,"PhD","Single",42710,1,0,"28-11-2012",38,3,42,4,3,2,4,5,3,6,0,3,11
"531",5547,1982,"PhD","Married",84169,0,0,"07-08-2013",9,19,403,0,19,1,7,6,6,3,0,3,11
"532",7822,1976,"Graduation","Together",54058,0,1,"04-06-2013",56,18,252,32,108,2,4,6,8,3,0,3,11
"533",8541,1990,"2n Cycle","Married",24683,1,0,"08-03-2014",98,4,10,6,7,2,2,0,4,5,0,3,11
"534",10955,1964,"Graduation","Widow",85620,0,0,"07-01-2014",68,46,925,60,107,1,3,6,4,1,0,3,11
"535",4368,1980,"Graduation","Married",47850,1,0,"03-12-2013",72,7,43,20,12,1,3,0,4,6,0,3,11
"536",9671,1968,"Graduation","Married",19514,1,1,"26-01-2014",47,3,21,2,1,4,3,1,2,8,0,3,11
"537",2256,1973,"Master","Married",27159,1,1,"29-03-2014",33,0,3,0,0,2,1,0,3,6,0,3,11
"538",4279,1963,"2n Cycle","Single",39548,1,1,"31-03-2014",87,4,10,3,4,2,1,1,3,3,0,3,11
"539",5371,1989,"Graduation","Single",21474,1,0,"08-04-2014",0,16,24,11,0,2,3,1,2,7,0,3,11
"540",9240,1971,"PhD","Single",60504,0,1,"07-02-2014",73,0,24,6,4,2,6,2,8,6,0,3,11
"541",9460,1963,"Graduation","Married",22419,0,0,"18-04-2013",74,3,47,19,21,1,3,2,2,8,0,3,11
"542",9504,1949,"Master","Married",81698,0,0,"06-11-2013",4,28,520,111,123,1,3,8,13,1,0,3,11
"543",8692,1952,"Graduation","Together",43462,1,1,"12-09-2012",50,17,97,15,6,6,4,1,5,8,0,3,11
"544",448,1978,"PhD","Single",54880,1,0,"01-03-2013",57,85,137,102,45,2,6,2,11,5,0,3,11
"545",8314,1982,"Graduation","Married",79908,0,0,"05-04-2013",30,129,761,29,185,1,5,6,7,2,0,3,11
"546",8420,1970,"2n Cycle","Married",15315,0,0,"03-08-2013",27,4,13,15,8,2,2,0,4,5,0,3,11
"547",3174,1959,"Graduation","Together",87771,0,1,"22-05-2013",61,38,287,50,57,1,5,10,4,6,0,3,11
"548",7685,1978,"Graduation","Married",33039,1,0,"09-09-2013",4,8,12,8,8,1,2,0,4,5,0,3,11
"549",3179,1980,"Graduation","Single",81741,0,0,"16-06-2013",75,153,940,58,134,0,6,6,7,2,0,3,11
"550",9780,1971,"Master","Together",71499,0,1,"25-06-2013",12,25,132,136,0,2,8,3,13,4,0,3,11
"551",10681,1970,"2n Cycle","Married",62466,0,1,"15-01-2014",13,129,259,168,121,5,6,3,12,4,0,3,11
"552",10232,1963,"PhD","Divorced",48799,0,1,"05-11-2013",9,18,81,28,6,3,3,2,7,3,0,3,11
"553",4184,1950,"PhD","Together",52157,0,1,"07-06-2014",48,2,29,3,2,2,3,2,5,4,0,3,11
"554",9120,1962,"Graduation","Single",66565,0,1,"05-12-2012",80,10,161,65,40,4,4,2,9,8,0,3,11
"555",891,1951,"Master","Together",29298,1,1,"07-09-2013",60,0,2,2,0,1,1,0,2,5,0,3,11
"556",10381,1979,"Graduation","Single",47691,0,1,"05-07-2013",43,0,3,0,0,1,1,0,2,6,0,3,11
"557",3525,1970,"Graduation","Together",38200,1,1,"07-12-2012",19,0,4,0,0,1,1,0,2,7,0,3,11
"558",6818,1974,"Graduation","Married",44989,0,1,"12-09-2012",26,0,106,49,10,5,5,1,5,6,0,3,11
"559",3526,1968,"PhD","Married",38443,1,1,"27-01-2014",58,0,5,0,0,2,1,0,3,7,0,3,11
"560",8181,1978,"2n Cycle","Single",38593,1,0,"13-09-2013",42,12,49,17,24,3,4,1,3,8,0,3,11
"561",1029,1970,"PhD","Together",64413,0,1,"01-08-2013",27,5,44,0,10,1,5,1,5,5,0,3,11
"562",7369,1981,"Master","Married",36959,1,0,"02-10-2013",56,6,25,6,0,2,2,0,3,8,0,3,11
"563",2574,1977,"PhD","Married",61996,0,1,"31-01-2013",27,12,144,0,0,3,6,4,8,5,0,3,11
"564",8159,1968,"Graduation","Married",51287,1,1,"01-04-2014",10,0,22,13,0,3,4,1,3,7,0,3,11
"565",1160,1970,"Graduation","Married",13260,1,1,"23-08-2013",48,4,17,10,2,4,3,0,3,8,0,3,11
"566",10242,1966,"PhD","Together",47472,1,1,"16-09-2013",39,0,11,0,0,2,2,0,4,5,0,3,11
"567",5253,1956,"Master","Together",54603,1,1,"09-07-2013",85,13,46,17,2,6,4,2,4,7,0,3,11
"568",5966,1974,"PhD","Married",45207,1,1,"10-11-2012",64,0,10,0,0,5,3,1,6,6,0,3,11
"569",5314,1951,"Graduation","Together",40689,0,1,"18-03-2013",69,3,27,39,6,7,7,1,5,8,0,3,11
"570",5081,1967,"2n Cycle","Together",47821,1,1,"20-10-2013",54,0,16,6,6,1,1,0,3,8,0,3,11
"571",5123,1951,"Master","Married",27450,0,0,"15-04-2013",57,12,23,8,11,1,2,1,3,7,0,3,11
"572",5756,1983,"Graduation","Together",39453,1,0,"03-04-2014",64,0,7,0,0,2,2,0,3,6,0,3,11
"573",8036,1971,"2n Cycle","Together",26850,1,1,"18-04-2014",10,1,13,7,2,4,2,1,4,4,0,3,11
"574",9058,1955,"Graduation","Widow",79800,0,0,"23-09-2012",65,21,530,32,0,1,5,11,5,3,0,3,11
"575",5057,1961,"Master","Married",61794,0,1,"14-09-2013",74,47,188,54,47,2,4,4,10,2,0,3,11
"576",254,1955,"Graduation","Together",53863,0,1,"17-05-2014",4,4,30,6,4,3,7,1,7,7,0,3,11
"577",4179,1959,"Graduation","Together",24221,0,0,"20-08-2013",94,9,9,2,5,1,1,1,3,4,0,3,11
"578",3710,1984,"PhD","Single",39684,1,0,"12-10-2012",41,0,35,6,4,2,2,1,2,7,1,3,11
"579",7627,1975,"Master","Married",92163,0,0,"12-12-2012",25,183,797,106,163,0,5,11,5,2,0,3,11
"580",4501,1965,"Master","Single",69882,0,0,"10-11-2013",94,127,635,132,127,1,3,7,9,1,0,3,11
"581",6424,1977,"Graduation","Together",33178,1,0,"30-01-2014",9,6,2,11,2,1,1,0,3,4,0,3,11
"582",3075,1972,"PhD","Married",59973,0,0,"11-09-2013",47,30,168,20,34,1,3,4,7,1,0,3,11
"583",4992,1975,"Master","Together",17459,1,0,"19-09-2013",12,4,16,3,10,3,3,1,2,7,0,3,11
"584",5252,1969,"Graduation","Divorced",23910,1,0,"26-10-2012",80,12,18,7,1,1,2,0,3,7,0,3,11
"585",7444,1969,"Master","Married",42169,1,1,"19-10-2013",20,0,9,0,0,2,1,0,3,8,0,3,11
"586",6919,1978,"2n Cycle","Married",26224,1,0,"04-06-2013",39,7,15,13,9,3,2,1,3,6,0,3,11
"587",3537,1981,"Graduation","Together",31089,1,0,"17-08-2012",57,3,31,2,8,3,3,0,4,8,0,3,11
"588",10277,1961,"Graduation","Single",30081,0,1,"21-02-2013",27,0,2,0,0,1,1,0,3,7,0,3,11
"589",2453,1960,"Graduation","Together",62807,0,1,"31-08-2012",83,28,135,10,21,3,5,3,12,5,0,3,11
"590",7972,1955,"Graduation","Single",72906,0,0,"17-09-2013",79,32,519,71,75,1,3,4,9,1,0,3,11
"591",895,1948,"PhD","Married",61467,0,2,"09-12-2012",69,16,114,0,5,3,5,2,10,5,0,3,11
"592",1177,1966,"Master","Together",49618,1,1,"26-01-2013",77,3,26,4,2,4,3,1,3,7,0,3,11
"593",7141,1986,"Master","Single",21888,1,0,"29-12-2012",15,10,46,2,3,4,5,1,2,10,0,3,11
"594",7232,1973,"Graduation","Widow",42429,0,1,"11-02-2014",99,0,6,2,0,2,1,1,3,5,0,3,11
"595",8477,1956,"Graduation","Divorced",26150,2,1,"11-03-2013",61,1,13,3,5,1,1,0,3,7,0,3,11
"596",2457,1975,"Basic","Married",30801,0,1,"26-10-2012",23,4,5,15,2,2,1,0,3,7,0,3,11
"597",988,1965,"Graduation","Married",81168,0,0,"07-05-2014",84,0,592,147,22,1,6,4,7,3,0,3,11
"598",7930,1969,"Master","Single",26877,0,0,"19-08-2013",74,13,76,20,18,2,3,1,6,6,0,3,11
"599",4587,1944,"Master","Widow",45006,0,0,"18-07-2013",90,25,53,16,0,1,3,1,7,3,0,3,11
"600",6682,1973,"Basic","Married",18978,1,0,"11-12-2012",41,8,1,4,7,1,1,0,3,8,0,3,11
"601",6222,1967,"Graduation","Married",22574,2,1,"28-10-2013",28,0,8,2,0,2,2,0,3,7,0,3,11
"602",10299,1969,"PhD","Single",48240,0,0,"09-11-2012",73,91,248,64,49,3,6,3,13,5,0,3,11
"603",3083,1974,"Graduation","Married",45837,1,1,"26-07-2013",88,13,87,17,17,5,6,2,5,7,0,3,11
"604",8953,1965,"Master","Single",35791,2,1,"06-05-2013",94,0,5,0,0,2,1,0,3,8,0,3,11
"605",1503,1976,"PhD","Together",162397,1,1,"03-06-2013",31,1,16,2,1,0,0,0,1,1,0,3,11
"606",8650,1978,"Graduation","Widow",54162,1,1,"18-03-2013",31,6,10,6,5,1,1,0,3,4,0,3,11
"607",10862,1960,"Master","Married",30522,0,1,"17-08-2012",6,8,83,19,11,5,1,2,9,2,0,3,11
"608",2782,1961,"PhD","Married",54456,0,1,"11-07-2013",23,0,27,10,0,3,6,1,7,6,0,3,11
"609",6941,1971,"Graduation","Single",31632,0,0,"14-07-2013",92,8,12,11,15,1,2,1,2,7,0,3,11
"610",10972,1949,"Graduation","Widow",72298,0,0,"10-03-2014",52,35,169,58,17,1,4,3,6,1,0,3,11
"611",10708,1978,"2n Cycle","Single",36975,1,0,"28-12-2013",50,6,11,0,4,1,1,0,3,7,0,3,11
"612",6583,1955,"2n Cycle","Married",72635,0,0,"03-06-2013",54,22,323,104,35,1,6,8,6,3,0,3,11
"613",3641,1976,"Graduation","Married",13624,1,0,"20-01-2013",93,2,15,2,1,2,2,0,3,6,0,3,11
"614",10156,1975,"Graduation","Single",84196,0,1,"03-06-2013",56,63,507,231,31,1,8,4,7,3,0,3,11
"615",4299,1960,"Graduation","Together",70971,0,1,"21-09-2012",28,17,572,93,125,7,11,11,5,7,0,3,11
"616",3469,1977,"PhD","Divorced",34487,1,1,"06-09-2012",94,18,33,24,1,3,3,0,3,9,0,3,11
"617",5063,1977,"Graduation","Single",28769,1,0,"18-12-2012",76,5,129,10,3,3,4,1,4,9,0,3,11
"618",10727,1970,"PhD","Married",69084,1,0,"19-11-2013",43,107,199,39,30,2,7,3,13,8,0,3,11
"619",9624,1958,"PhD","Together",65488,0,0,"13-06-2014",46,45,207,36,18,1,3,4,6,1,0,3,11
"620",5156,1970,"2n Cycle","Married",62466,0,1,"15-01-2014",13,129,259,168,121,5,6,3,12,4,0,3,11
"621",4376,1960,"2n Cycle","Single",32218,0,0,"15-02-2014",27,24,15,13,1,1,2,1,3,7,0,3,11
"622",8923,1973,"Graduation","Single",83917,0,0,"18-04-2013",12,22,732,42,198,1,6,7,7,3,0,3,11
"623",8461,1962,"Graduation","Divorced",46102,2,1,"10-03-2014",3,0,1,0,0,1,1,0,2,7,0,3,11
"624",6945,1952,"Graduation","Single",84574,0,0,"04-06-2013",72,20,713,38,54,1,9,11,11,5,0,3,11
"625",944,1962,"Graduation","Married",56181,0,1,"08-01-2013",6,103,69,8,44,1,4,2,7,4,0,3,11
"626",1907,1950,"Master","Divorced",63120,0,1,"28-09-2012",53,69,279,54,41,5,8,4,9,7,0,3,11
"627",701,1971,"Graduation","Married",73691,0,1,"06-11-2013",58,21,250,85,43,2,6,2,8,2,0,3,11
"628",3856,1960,"Graduation","Together",63381,0,1,"05-10-2012",78,50,142,33,50,4,4,5,13,2,0,3,11
"629",4149,1948,"PhD","Together",76140,0,0,"13-05-2014",57,66,653,17,0,1,5,9,6,2,0,3,11
"630",2131,1959,"PhD","Divorced",62859,0,1,"30-12-2012",37,89,102,16,12,4,9,4,6,6,0,3,11
"631",2942,1964,"Graduation","Single",45906,0,1,"07-05-2013",20,3,27,4,3,2,5,4,4,5,0,3,11
"632",1173,1947,"Master","Together",77632,0,0,"10-03-2013",73,105,758,0,42,1,4,2,6,2,0,3,11
"633",4381,1971,"PhD","Married",46463,1,1,"18-08-2013",56,2,40,8,11,7,3,1,6,6,0,3,11
"634",4611,1970,"Graduation","Together",105471,0,0,"21-01-2013",36,181,104,202,21,0,9,8,13,3,0,3,11
"635",3376,1970,"Master","Divorced",55282,1,0,"13-12-2013",9,6,73,8,4,1,3,1,6,4,0,3,11
"636",4679,1977,"Master","Married",78710,0,1,"23-05-2014",42,0,152,119,50,3,7,6,12,4,0,3,11
"637",10928,1958,"Graduation","Together",66886,0,1,"16-09-2013",28,4,62,41,31,2,7,1,7,5,0,3,11
"638",4248,1960,"Master","Single",98777,0,0,"17-02-2014",23,19,711,125,115,0,4,6,9,1,0,3,11
"639",6728,1985,"Graduation","Together",29103,1,0,"27-08-2012",38,0,17,6,3,2,1,0,3,9,0,3,11
"640",6661,1974,"Graduation","Married",67445,0,1,"12-08-2012",63,80,217,29,80,5,9,6,12,6,0,3,11
"641",4725,1950,"PhD","Together",50616,0,1,"13-04-2014",71,2,25,0,1,1,1,1,4,2,0,3,11
"642",3277,1955,"Graduation","Divorced",49431,0,1,"03-08-2012",9,3,100,26,0,2,7,1,5,8,0,3,11
"643",5555,1975,"Graduation","Divorced",153924,0,0,"07-02-2014",81,1,1,1,1,0,0,0,0,0,0,3,11
"644",2564,1953,"Graduation","Together",61278,0,1,"04-01-2014",87,3,28,2,6,2,3,1,4,6,0,3,11
"645",946,1958,"2n Cycle","Together",26490,0,0,"22-09-2012",92,47,52,21,20,2,3,1,5,6,0,3,11
"646",3867,1947,"PhD","Together",73059,0,1,"31-08-2013",36,112,420,0,82,1,9,3,13,4,0,3,11
"647",6940,1966,"PhD","Single",46734,1,2,"21-10-2013",86,1,39,6,1,4,3,2,3,6,0,3,11
"648",55,1963,"Graduation","Together",56253,0,1,"07-12-2012",83,0,65,7,11,4,7,2,9,6,0,3,11
"649",7093,1985,"Graduation","Married",19986,1,0,"14-11-2013",74,6,5,0,2,1,0,0,3,7,0,3,11
"650",5084,1975,"Graduation","Widow",58330,0,1,"25-12-2013",87,53,213,104,98,1,6,4,13,4,0,3,11
"651",1777,1980,"Basic","Married",25965,0,0,"07-09-2012",29,2,11,41,7,1,2,0,3,8,0,3,11
"652",8162,1956,"Master","Together",14661,0,0,"01-01-2013",88,1,11,6,2,1,1,0,3,6,0,3,11
"653",10826,1959,"Graduation","Married",18690,0,0,"28-12-2012",77,1,7,23,4,1,1,1,2,8,0,3,11
"654",8754,1974,"PhD","Together",45068,0,1,"16-05-2013",25,0,3,0,0,1,1,0,2,7,0,3,11
"655",1987,1987,"Basic","Single",21063,1,0,"25-09-2013",34,10,11,19,3,2,2,0,3,6,0,3,11
"656",11007,1968,"PhD","Married",29187,1,0,"09-05-2013",43,0,6,0,0,1,1,0,3,8,0,3,11
"657",7426,1971,"2n Cycle","Married",54690,1,1,"07-11-2013",76,16,37,7,9,3,3,1,5,3,0,3,11
"658",9153,1964,"PhD","Married",59304,0,1,"29-07-2013",81,61,428,80,51,3,7,8,10,5,0,3,11
"659",10379,1962,"Master","Single",59247,0,2,"08-11-2013",87,9,122,19,14,5,5,2,9,6,0,3,11
"660",9204,1970,"Graduation","Widow",66731,0,1,"12-09-2012",33,159,194,58,106,4,4,3,6,3,0,3,11
"661",3197,1980,"Graduation","Married",77353,0,1,"16-12-2013",38,59,107,69,101,2,6,4,8,4,0,3,11
"662",2920,1975,"PhD","Single",52614,0,1,"01-12-2012",63,0,142,12,9,2,2,4,8,8,0,3,11
"663",6961,1974,"Graduation","Married",26751,2,0,"22-05-2014",26,1,5,0,3,1,1,0,2,8,0,3,11
"664",4673,1963,"PhD","Married",81300,0,1,"30-10-2012",17,12,145,32,12,3,10,3,5,5,0,3,11
"665",9937,1979,"Graduation","Single",70337,0,0,"02-01-2014",75,81,149,25,43,1,2,2,12,1,0,3,11
"666",8779,1985,"2n Cycle","Married",36145,1,0,"16-06-2013",13,4,76,17,1,4,4,1,3,9,0,3,11
"667",9596,1980,"PhD","Single",65295,0,0,"23-12-2013",19,32,117,34,110,1,3,3,13,2,0,3,11
"668",2891,1963,"Graduation","Divorced",68118,0,1,"18-10-2013",51,23,123,10,23,2,8,9,4,6,0,3,11
"669",4910,1967,"Graduation","Divorced",68743,0,0,"30-08-2012",81,134,384,175,134,1,11,5,13,7,0,3,11
"670",75,1982,"2n Cycle","Together",41039,0,0,"25-07-2013",32,11,137,179,61,1,8,1,5,8,0,3,11
"671",10120,1955,"Graduation","Together",38946,0,1,"24-10-2013",84,6,82,6,6,2,3,1,6,5,0,3,11
"672",6327,1967,"Graduation","Together",65777,0,0,"19-12-2013",87,32,435,28,32,1,2,8,6,1,0,3,11
"673",10142,1976,"PhD","Divorced",66476,0,1,"07-03-2013",99,18,126,47,48,2,5,2,11,4,0,3,11
"674",9826,1972,"PhD","Single",86857,0,0,"12-09-2012",96,102,838,133,102,1,5,6,10,2,0,3,11
"675",1501,1982,"PhD","Married",160803,0,0,"04-08-2012",21,16,1622,17,3,15,0,28,1,0,0,3,11
"676",10767,1989,"PhD","Together",77845,0,0,"16-05-2014",40,40,480,0,40,1,3,5,12,1,0,3,11
"677",7279,1969,"PhD","Together",69476,0,0,"30-09-2013",3,86,559,63,9,1,4,6,4,2,0,3,11
"678",7230,1960,"PhD","Divorced",50611,0,1,"04-10-2012",98,0,24,6,0,6,4,5,7,6,0,3,11
"679",143,1970,"Graduation","Single",61209,0,0,"25-08-2013",73,0,224,119,49,1,5,3,4,2,0,3,11
"680",450,1958,"Master","Together",42315,0,1,"12-07-2013",90,15,80,17,11,3,1,4,4,3,0,3,11
"681",9316,1952,"Basic","Together",13084,0,0,"02-11-2013",29,0,7,3,7,1,1,0,3,6,0,3,11
"682",6379,1949,"Master","Widow",47570,1,1,"29-05-2013",3,1,20,0,2,3,2,2,2,7,0,3,11
"683",9239,1961,"Master","Married",61923,0,2,"26-07-2013",94,4,18,3,3,1,2,1,4,3,0,3,11
"684",8315,1995,"Graduation","Single",34824,0,0,"26-03-2014",65,2,11,2,0,1,1,0,2,6,0,3,11
"685",2868,1949,"PhD","Single",26518,1,1,"08-04-2013",33,1,28,3,3,3,2,0,3,8,0,3,11
"686",10888,1961,"Graduation","Single",45938,0,0,"03-11-2013",46,11,178,62,83,2,8,4,6,6,0,3,11
"687",1277,1960,"Graduation","Together",78468,0,0,"09-04-2014",29,22,388,104,22,1,10,7,10,4,0,3,11
"688",9977,1973,"Graduation","Divorced",78901,0,1,"17-09-2013",99,11,309,33,26,3,9,3,5,4,0,3,11
"689",10196,1978,"Graduation","Married",71427,2,0,"12-03-2014",26,123,177,15,64,2,8,2,8,4,0,3,11
"690",6384,1978,"Graduation","Divorced",71022,0,1,"11-02-2014",30,12,278,0,12,3,5,2,11,8,0,3,11
"691",8029,1988,"Master","Single",90247,0,0,"29-04-2014",27,32,352,21,16,1,3,4,7,1,0,3,11
"692",968,1968,"Master","Divorced",41335,1,0,"26-12-2013",24,19,21,16,14,3,4,1,4,7,0,3,11
"693",6988,1986,"Graduation","Married",71952,1,0,"10-01-2013",93,80,455,52,107,2,8,4,8,4,0,3,11
"694",4472,1970,"PhD","Divorced",35682,1,0,"27-06-2014",34,0,8,6,2,1,1,1,3,2,0,3,11
"695",6991,1951,"Graduation","Divorced",43185,0,1,"10-04-2013",88,6,42,16,6,2,9,3,6,8,0,3,11
"696",3336,1948,"PhD","Together",66375,0,1,"21-11-2013",96,0,45,0,0,3,2,4,5,7,0,3,11
"697",4301,1971,"Master","Married",35178,1,0,"10-01-2013",10,1,13,2,2,1,1,1,2,7,0,3,11
"698",1940,1986,"Graduation","Married",25252,1,0,"12-07-2013",26,3,4,2,2,1,1,0,2,8,0,3,11
"699",1272,1965,"Master","Single",55250,0,1,"21-10-2012",49,58,83,32,0,4,7,5,10,5,0,3,11
"700",1388,1975,"Graduation","Single",33249,1,0,"20-02-2013",11,10,21,19,14,2,2,1,3,6,0,3,11
"701",1044,1953,"Graduation","Together",58398,0,0,"14-05-2013",44,5,201,21,21,3,5,4,8,4,0,3,11
"702",6969,1982,"Graduation","Together",50272,1,0,"07-08-2013",75,13,66,43,8,3,4,1,5,7,0,3,11
"703",10479,1975,"PhD","Married",76618,0,0,"07-12-2012",64,40,294,121,160,1,3,2,5,1,0,3,11
"704",3619,1960,"2n Cycle","Divorced",87305,0,0,"23-09-2012",19,25,501,63,138,1,5,3,8,2,0,3,11
"705",1715,1978,"Graduation","Together",25851,1,0,"11-02-2013",45,4,18,7,5,2,2,0,3,7,0,3,11
"706",10159,1970,"Graduation","Divorced",58710,0,1,"31-03-2013",77,81,368,0,122,6,11,5,9,6,0,3,11
"707",1463,1958,"Graduation","Single",45160,1,1,"29-03-2014",9,2,5,3,0,1,1,0,2,7,0,3,11
"708",5114,1965,"Master","Married",74806,0,1,"19-12-2012",1,9,249,0,28,2,5,4,5,4,0,3,11
"709",4990,1954,"Graduation","Married",59111,0,0,"02-05-2013",90,0,134,28,28,1,11,1,8,7,0,3,11
"710",4329,1984,"PhD","Married",18988,1,0,"23-05-2014",43,0,6,2,1,2,1,0,3,7,0,3,11
"711",10936,1965,"Graduation","Married",72190,0,0,"13-02-2013",79,166,597,172,166,1,5,6,4,3,0,3,11
"712",4692,1976,"Graduation","Married",7500,1,0,"01-08-2012",19,0,12,13,7,5,4,1,2,9,0,3,11
"713",7212,1966,"Graduation","Married",44794,0,1,"08-06-2014",99,0,7,0,0,1,2,0,3,6,0,3,11
"714",6086,1955,"Graduation","Married",80395,0,0,"23-11-2013",62,25,706,80,76,1,6,5,12,2,0,3,11
"715",437,1976,"Master","Divorced",75012,0,0,"25-01-2014",41,142,218,164,58,1,3,8,11,1,0,3,11
"716",11171,1965,"Master","Married",56962,2,1,"11-10-2013",60,3,77,10,3,7,6,3,5,7,0,3,11
"717",11101,1991,"Graduation","Together",89891,0,0,"15-04-2013",17,22,132,59,28,1,11,6,8,4,0,3,11
"718",5329,1949,"PhD","Divorced",35946,1,1,"27-09-2013",24,0,3,0,0,1,0,0,3,5,0,3,11
"719",610,1953,"PhD","Together",53593,1,1,"07-08-2012",60,4,78,6,0,8,7,2,6,8,0,3,11
"720",9384,1978,"Graduation","Married",66373,1,1,"12-06-2013",57,9,124,12,24,7,4,2,10,3,0,3,11
"721",5956,1948,"PhD","Divorced",45072,1,2,"16-10-2013",74,2,99,7,2,5,6,1,4,8,0,3,11
"722",10430,1973,"Graduation","Divorced",89694,1,1,"09-10-2013",22,28,211,37,28,3,4,3,4,5,0,3,11
"723",7875,1949,"Graduation","Married",72025,0,0,"29-04-2014",46,0,617,43,50,1,4,8,13,2,0,3,11
"724",7072,1973,"Graduation","Married",67432,0,1,"29-03-2013",69,79,341,177,136,2,8,5,4,4,0,3,11
"725",6255,1952,"Master","Together",70545,0,1,"03-06-2014",29,39,63,55,18,1,4,1,7,2,0,3,11
"726",6516,1989,"Basic","Married",17487,1,0,"18-03-2013",37,0,1,7,4,1,1,0,2,7,0,3,11
"727",5564,1969,"Graduation","Together",62882,0,1,"09-08-2012",26,133,497,78,24,2,7,5,6,4,0,3,11
"728",5682,1953,"PhD","Single",64108,0,1,"23-03-2013",8,10,86,13,21,4,6,9,11,5,0,3,11
"729",7458,1956,"Master","Together",34941,1,1,"06-03-2013",26,2,25,4,3,2,3,0,3,8,0,3,11
"730",5237,1950,"PhD","Single",48767,1,2,"01-01-2014",79,1,21,3,0,3,2,1,3,5,0,3,11
"731",7761,1978,"2n Cycle","Together",38702,1,0,"01-08-2013",71,11,24,13,8,2,3,0,4,6,0,3,11
"732",5278,1964,"Graduation","Married",82224,0,0,"25-01-2014",83,26,360,138,31,1,6,9,5,3,0,3,11
"733",3560,1952,"Graduation","Together",83844,0,0,"12-05-2013",57,31,345,75,31,1,4,4,11,1,0,3,11
"734",7235,1975,"2n Cycle","Married",17003,1,0,"09-12-2013",37,5,12,4,8,3,2,0,4,5,0,3,11
"735",10548,1995,"Graduation","Single",71163,0,0,"09-03-2014",30,17,372,138,106,1,3,8,12,1,0,3,11
"736",2281,1970,"Graduation","Single",33697,1,0,"15-09-2013",34,3,7,0,3,1,1,0,2,7,0,3,11
"737",4073,1954,"2n Cycle","Married",63564,0,0,"29-01-2014",0,80,252,15,34,1,10,10,7,6,0,3,11
"738",6974,1972,"PhD","Together",83443,0,0,"31-12-2013",89,42,742,55,56,1,6,10,5,2,0,3,11
"739",7938,1958,"PhD","Together",51518,0,1,"03-10-2013",92,8,66,17,4,2,3,2,10,3,0,3,11
"740",7094,1975,"Graduation","Widow",58330,0,1,"25-12-2013",87,53,213,104,98,1,6,4,13,4,0,3,11
"741",3667,1969,"Graduation","Married",80952,0,0,"28-02-2013",20,178,689,41,27,1,8,5,11,8,0,3,11
"742",7723,1979,"Graduation","Together",75507,0,0,"02-05-2014",56,93,374,104,80,1,8,6,6,3,0,3,11
"743",3870,1978,"2n Cycle","Together",63855,0,0,"09-02-2013",28,35,314,93,116,1,7,3,13,4,0,3,11
"744",4012,1972,"PhD","Together",62220,0,1,"11-08-2012",55,12,375,16,12,5,7,6,5,6,0,3,11
"745",5909,1964,"Graduation","Married",58512,0,1,"19-09-2013",25,10,101,13,0,5,3,4,8,8,0,3,11
